speaker_id,speaker_prompt_text_transcription,speaker_prompt_audio_filename,content_to_synthesize,output_audio_filename
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,然後肛門打開的話,eva0012
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,我們不就是一個很大的甜甜圈這樣子嗎,eva0013
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,這還是算是裡面只是它有開口跟出口,eva0014
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,可是如果今天森林裡面有一根樹幹,eva0015
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,然後裡面住了很多的小蟲,eva0016
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,我們不會說這個樹幹跟蟲是一體的,eva0017
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,我們腸胃道裡面的菌,eva0018
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,跟我們這個是同一個生物體,eva0019
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,其實我們算是被宿主啦,eva0020
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,其實我們腸道有很多的細菌,eva0021
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,有幾百萬幾千萬的細菌,eva0022
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,甚至比我們細胞還多,eva0023
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,然後它在腸道裡面它會,eva0024
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,然後影響我們腸道去分泌各種的發炎組織啊,eva0025
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,然後再影響到我們腦部,eva0026
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,其實很多說腸道其實,eva0027
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,他們說第二大腦第二大腦,eva0028
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,分泌血清素90%都是在腸道分泌,eva0029
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,它可以控制我們的情緒,eva0030
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,所以有時候你的腸子不好,eva0031
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,有時候你的情緒不好,eva0032
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,到底是誰是因誰是果,eva0033
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,那意思你覺得是哪一個意思,eva0034
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,但我個人認為最主要的還是腦袋,eva0035
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,但是腦袋去影響到我們的腸胃,eva0036
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,但是有些患者他是腸道菌種很差,eva0037
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,他會造成他裡面的一些發炎,eva0038
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,然後造成一些血清素分泌不足等等,eva0039
04fa6469cfca176f6f7f00171651fe8eab88350ba421c41d43aa99d4ccc32f7ac08e3518a7afb9cd81d483292e007471f2e7d8925ab183f96408c8a6329187e8,回程我兒子一直喊腳酸,common_voice_zh-TW_18390691,他有可能會影響到他的腦部,eva0040
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,這個情緒變憂鬱了變焦慮了,eva0041
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,如果一個人他真的是因為這樣子長期發炎,eva0042
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,他吃了一些什麼胃藥啊,eva0043
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,或是改善腸道環境,eva0044
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,他真的心情就會好轉嗎,eva0045
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,其實臺灣可能我現在10個10個有9個都有憂鬱的,eva0046
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,我覺得大部分都是有一些情緒低落,eva0047
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,那我認為腸道菌種只是一個解答,eva0048
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,但是他並不是所有的解答,eva0049
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,我我是專門做胃食道逆流難治型的,eva0050
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,也就是別人治不好的,eva0051
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,大概有9個都不是胃食道逆流,eva0052
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,他們有很多複方的原因,eva0053
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,像最近看到一個女生,eva0054
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,她常常胃食道逆流啊,eva0055
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,大家都說她是胃食道逆流,eva0056
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,她吃胃藥都沒效啊,eva0057
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,她年紀大概52歲,eva0058
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,你是不是最近才發生,eva0059
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,她說最近這兩三年才發生,eva0060
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,這就是所謂的更年期的症狀,eva0061
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,它有時候會是假逆流的表現,eva0062
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,而且在我們門診非常多,eva0063
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,不管是消化道的脹氣啊,eva0064
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,甚至消化道的胃食道逆流,eva0065
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,這些東西都會被認為是胃食道逆流,eva0066
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,但是他們都是假逆流,eva0067
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,而且很大很大很大部分的女性,eva0068
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,在48到53歲的女性,eva0069
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,通常都是跟這個時候的,eva0070
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,造成的一些血清素上升啊,eva0071
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,造成的一些腸胃道蠕動,eva0072
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,變得比較不規則啊,eva0073
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,因為黃體激素下降,eva0074
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,甚至說膽囊的功能比較差,eva0075
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,都會造成她在這個時期,eva0076
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,她可能腸胃會常常會脹脹的,eva0077
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,以前年輕的時候吃很油的東西,eva0078
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,但是她現在開始吃一點油,eva0079
059bcd6b06b8f2a8affec56bf0d0c6c65afd9da7443967496aad3b6ba32ed77bedb566dee1ab85ca8b82d4c1759e43ee077f60c400d65dd65233d55b28bce375,並不是單純事實報導,common_voice_zh-TW_21493978,甚至說她心裡會有點焦躁躁鬱等等,eva0080
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,都跟她這個雌激素下降有關,eva0081
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,在我的門診就很重要,eva0082
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,我要幫她找出來之後,eva0083
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,你可能是這個原因造成的,eva0084
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,第二個就是給她補充一點,eva0085
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,適當的血清素放鬆劑,eva0086
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,第三個我會告訴她,eva0087
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,然後最後就是一定要運動,eva0088
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,我覺得好多人在這個時間,eva0089
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,我自己大概35歲快40歲才開始,eva0090
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,那運動其實它真的可以改善,eva0091
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,不只我們的這個心情,eva0092
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,還可以改善我們的整個,eva0093
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,哪一些運動可以特別改善,eva0094
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,我個人是比較推崇的是,eva0095
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,像我自己是喜歡跑步慢跑,eva0096
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,或是像現在很多長輩,eva0097
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,他其實在持續30分鐘,eva0098
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,到1小時的運動的情況下,eva0099
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,他的腸胃道蠕動就會一直排氣,eva0100
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,血清素應該也會分泌的更多,eva0101
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,心情就會比較穩定,eva0102
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,然後他也比較不會,eva0103
11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f,我們家的老爸當然要跟著啊,common_voice_zh-TW_18587485,常常會覺得過度敏感,eva0104
